Instrument,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-2).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-2).segmentCode,number of segments
AGUASA.SN,Non Water,,-2,,,,2.0
AGUASA.SN,Water,"221320, 221310",-2,,,,2.0
PAMP.BA,Holding,,-2,,,,6.0
PAMP.BA,Generation,221118,-2,,,,6.0
PAMP.BA,Elimination,,-2,,,,6.0
PAMP.BA,Distribution,221122,-2,,,,6.0
PAMP.BA,Oil and Gas,211120,-2,,,,6.0
PAMP.BA,Petrochemistry,324110,-2,,,,6.0
DAR.N,Feed Ingredients,311613,-2,,,,3.0
DAR.N,Food ingredients,"311613, 311612",-2,,,,3.0
DAR.N,Fuel Ingredients,311225,-2,,,,3.0
GMEXICOB.MX,Transport Service,482111,-2,,,,5.0
GMEXICOB.MX,SPCC,212230,-2,,,,5.0
GMEXICOB.MX,MM,"212230, 212220",-2,,,,5.0
GMEXICOB.MX,Infrastructure,212230,-2,,,,5.0
GMEXICOB.MX,ASARCO,212230,-2,,,,5.0
RS.N,Metals service centers,,-2,,,,1.0
SCCO.N,Peruvian Operations,"212230, 212290, 212220",-2,,,,4.0
SCCO.N,Corporate and Other Eliminations,,-2,,,,4.0
SCCO.N,Mexican IMMSA Unit,"212230, 212290, 212220",-2,,,,4.0
SCCO.N,Mexican Open Pit,"331410, 212230, 212290, 212220",-2,,,,4.0
MINSURI1.LM,Tin and Other Minerals,"212390, 212290",-2,,,,2.0
MINSURI1.LM,Gold,"331410, 212220",-2,,,,2.0
LUN.TO,candelaria,"212230, 212220",-2,,,,6.0
LUN.TO,Nevescorvo,"212230, 212220",-2,,,,6.0
LUN.TO,Zinkgruvan,212230,-2,,,,6.0
LUN.TO,Other,,-2,,,,6.0
LUN.TO,Eagle,"212230, 212220",-2,,,,6.0
LUN.TO,Chapada,"212230, 212220",-2,,,,6.0
HBM.TO,Corporate Activities,,-2,,,,4.0
HBM.TO,Manitoba,"212230, 212220",-2,,,,4.0
HBM.TO,Peru,"212230, 212220",-2,,,,4.0
HBM.TO,Arizona,212230,-2,,,,4.0
CYRE3.SA,Services,237210,-2,,,,4.0
CYRE3.SA,Housing,"236118, 236117",-2,,,,4.0
CYRE3.SA,Sale of Real Estate,"236118, 236117",-2,,,,4.0
CYRE3.SA,MCMV,,-2,,,,4.0
EAF.N,Industrial Material,,-2,,,,1.0
BESALCO.SN,Real Estate,"236117, 236116, 236115",-2,,,,4.0
BESALCO.SN,Machinery,"532412, 213115, 213114",-2,,,,4.0
BESALCO.SN,Projects Investment,"523999, 237990, 237310",-2,,,,4.0
BESALCO.SN,Civil Works,"237990, 237310, 236220",-2,,,,4.0
HEO.TO,O&M,"221320, 221310",-2,,,,3.0
HEO.TO,Speciality Products,"333310, 333111, 325998",-2,,,,3.0
HEO.TO,Projects and Aftermarket,333310,-2,,,,3.0
AEIS.OQ,Precision Power Products,334419,-2,,,,1.0
PARAUCO.SN,Chile,"531312, 531120",-2,,,,4.0
PARAUCO.SN,Peru,"531312, 531120, 236220",-2,,,,4.0
PARAUCO.SN,Colombia,"531312, 531120, 236220",-2,,,,4.0
PARAUCO.SN,Others,,-2,,,,4.0
ANTARCHILE.SN,Fuel/Copec,"424720, 424710",-2,,,,7.0
ANTARCHILE.SN,Sonacol,486110,-2,,,,7.0
ANTARCHILE.SN,Gas/Abastible,"457210, 424720",-2,,,,7.0
ANTARCHILE.SN,Eliminations,,-2,,,,7.0
ANTARCHILE.SN,Forestry/Arauco,113310,-2,,,,7.0
ANTARCHILE.SN,Fishing/Igemar,114111,-2,,,,7.0
ANTARCHILE.SN,Other Services and Investments,,-2,,,,7.0
ENDISPC1.LM,,,-2,,,,0.0
ALICORC1.LM,Animal Nutrition,311119,-2,,,,5.0
ALICORC1.LM,High Volume Products,"424490, 311821, 311211",-2,,,,5.0
ALICORC1.LM,Industrial Products,"311824, 311941, 311225, 311211",-2,,,,5.0
ALICORC1.LM,Other,,-2,,,,5.0
ALICORC1.LM,Milling,311211,-2,,,,5.0
PBH.TO,Premium Food Distribution,"424460, 424420, 424410",-2,,,,2.0
PBH.TO,Specialty Foods,"424410, 311999, 311919, 311412",-2,,,,2.0
CCB.CN,,,-2,,,,0.0
HUBG.OQ,,,-2,,,,0.0
POR.N,,,-2,,,,0.0
BDGI.TO,,,-2,,,,0.0
CENX.OQ,,,-2,,,,0.0
IMI.CN,Carulla,445110,-2,,,,7.0
IMI.CN,Exito,445110,-2,,,,7.0
IMI.CN,BTB,445110,-2,,,,7.0
IMI.CN,Uruguay,"455219, 455211",-2,,,,7.0
IMI.CN,Argentina,445110,-2,,,,7.0
IMI.CN,Surtimax-Super Inter,445110,-2,,,,7.0
IMI.CN,Eliminations,,-2,,,,7.0
NCH.CN,Other,,-2,,,,9.0
NCH.CN,Pasta,311824,-2,,,,9.0
NCH.CN,Meat,"311615, 311612",-2,,,,9.0
NCH.CN,Ice Cream,311520,-2,,,,9.0
NCH.CN,Cookies,"311824, 311821",-2,,,,9.0
NCH.CN,Coffee,311920,-2,,,,9.0
NCH.CN,Chocolate,311351,-2,,,,9.0
NCH.CN,TMLUC,312111,-2,,,,9.0
NCH.CN,Retail Foods,722513,-2,,,,9.0
CASS.OQ,Banking Services,522110,-2,,,,3.0
CASS.OQ,Corporate and Eliminations,,-2,,,,3.0
CASS.OQ,Information Services,522320,-2,,,,3.0
HAYN.OQ,"STEEL WORKS, BLAST FURNACES & ROLLING",,-2,,,,1.0
SRCL.OQ,International,"562119, 221320",-2,,,,2.0
SRCL.OQ,North America,"562119, 221320",-2,,,,2.0
KKR.N,Investment in capital market,,-2,,,,1.0
ARA.MX,Social Interest,"236118, 236117",-2,,,,4.0
ARA.MX,Residential,"236118, 236117",-2,,,,4.0
ARA.MX,Other,,-2,,,,4.0
ARA.MX,Medium,"236118, 236117",-2,,,,4.0
UNFI.N,Eliminations,,-2,,,,4.0
UNFI.N,Other,,-2,,,,4.0
UNFI.N,Wholesale,424410,-2,,,,4.0
UNFI.N,Retail,"445110, 424490",-2,,,,4.0
STLD.OQ,Corporate and Eliminations,,-2,,,,5.0
STLD.OQ,Steel Fabrication Operation,"331110, 332312",-2,,,,5.0
STLD.OQ,All Other,,-2,,,,5.0
STLD.OQ,Steel,"331110, 331221",-2,,,,5.0
STLD.OQ,Metal Recycling/ Ferrous Resources,"331110, 423930, 332312, 331492",-2,,,,5.0
BDT.TO,,,-2,,,,0.0
OGE.N,Electric Utility,"221118, 221122, 221121, 221112",-2,,,,3.0
OGE.N,Intersegment Eliminations,,-2,,,,3.0
OGE.N,Natural Gas Midstream Operations,"486210, 221210, 213112",-2,,,,3.0
SBSP3.SA,Sanitation,"221320, 221310",-2,,,,2.0
SBSP3.SA,Reconciliation,,-2,,,,2.0
EEFT.OQ,"Corporate Services, Eliminations and Other",,-2,,,,4.0
EEFT.OQ,Money Transfer,522320,-2,,,,4.0
EEFT.OQ,EFT Processing,522320,-2,,,,4.0
EEFT.OQ,Epay,"517121, 522320",-2,,,,4.0
NPI.TO,Elimination,,-2,,,,6.0
NPI.TO,Other,,-2,,,,6.0
NPI.TO,Thermal,"221118, 221112",-2,,,,6.0
NPI.TO,On Shore Renewables,"221118, 221112",-2,,,,6.0
NPI.TO,Offshore wind,221118,-2,,,,6.0
NPI.TO,utility,"221122, 221121",-2,,,,6.0
BX.N,Private Equity,523910,-2,,,,5.0
BX.N,Hedge Fund solution,523940,-2,,,,5.0
BX.N,Credit & Insurance,523940,-2,,,,5.0
BX.N,Real Estate,525990,-2,,,,5.0
BX.N,Consolidation Adjustments,,-2,,,,5.0
AWK.N,Market-Based Operations,"562998, 237110, 221310",-2,,,,3.0
AWK.N,Other,,-2,,,,3.0
AWK.N,Regulated Businesses,221310,-2,,,,3.0
ENGI4.SA,Commercialization,221122,-2,,,,5.0
ENGI4.SA,Services,221122,-2,,,,5.0
ENGI4.SA,Generation,221122,-2,,,,5.0
ENGI4.SA,Distribution,221122,-2,,,,5.0
ENGI4.SA,Transmission,221121,-2,,,,5.0
SOL.N,Other,,-2,,,,4.0
SOL.N,Solar power projects,237130,-2,,,,4.0
SOL.N,Electricity Generation,"221118, 237990",-2,,,,4.0
SOL.N,EPC Services,541330,-2,,,,4.0
CVI.N,Petroleum,"486110, 324110",-2,,,,3.0
CVI.N,Nitrogen Fertilizer,325311,-2,,,,3.0
CVI.N,Other,,-2,,,,3.0
PRIM.N,Pipeline,"541330, 237120",-2,,,,3.0
PRIM.N,Utilities,"541330, 237130, 221210",-2,,,,3.0
PRIM.N,Energy/Renewables,"541330, 237310, 237120",-2,,,,3.0
HBOR3.SA,,,-2,,,,0.0
ENEV3.SA,Other,,-2,,,,6.0
ENEV3.SA,Energy Commercialization,221122,-2,,,,6.0
ENEV3.SA,Eliminations,,-2,,,,6.0
ENEV3.SA,Thermal Coal,221112,-2,,,,6.0
ENEV3.SA,Upstream,211120,-2,,,,6.0
ENEV3.SA,Thermals Gas,221112,-2,,,,6.0
TGH.N,Eliminations,,-2,,,,4.0
TGH.N,Other,,-2,,,,4.0
TGH.N,Container Management,"561499, 541110, 532490, 532411",-2,,,,4.0
TGH.N,Container Resale,"811490, 532411, 488330, 488320",-2,,,,4.0
FOR.N,Real Estate segment,,-2,,,,1.0
TNK.N,Ship-to-ship transfer segment,483111,-2,,,,2.0
TNK.N,Conventional Tanker segment,483111,-2,,,,2.0
IPI.N,Other,,-2,,,,4.0
IPI.N,Trio,212390,-2,,,,4.0
IPI.N,Potash,212390,-2,,,,4.0
IPI.N,Oilfield Solutions,212390,-2,,,,4.0
FRES.L,Herradura,212220,-2,,,,8.0
FRES.L,Eliminations,,-2,,,,8.0
FRES.L,Fresnillo,212220,-2,,,,8.0
FRES.L,Other,,-2,,,,8.0
FRES.L,Cienega,212220,-2,,,,8.0
FRES.L,Saucito,212220,-2,,,,8.0
FRES.L,Noche Buena,212220,-2,,,,8.0
FRES.L,San Julian,212220,-2,,,,8.0
MYRG.OQ,T&D,"541330, 237130",-2,,,,2.0
MYRG.OQ,C&I,238210,-2,,,,2.0
AD_u.TO,,,-2,,,,0.0
KRO.N,,,-2,,,,0.0
SFL.N,Ownership and operation of vessels and offshore related assets,,-2,,,,1.0
CENCOSUD.SN,Supermarket,"445298, 445110",-2,,,,8.0
CENCOSUD.SN,Support Services & Adjustment,,-2,,,,8.0
CENCOSUD.SN,Shopping Centers,531120,-2,,,,8.0
CENCOSUD.SN,Financial Services,"524126, 524114, 524113, 522210",-2,,,,8.0
CENCOSUD.SN,Department Store,455110,-2,,,,8.0
CENCOSUD.SN,Home Improvement,444110,-2,,,,8.0
CENCOSUD.SN,Argentina - Currency Conversion,,-2,,,,8.0
CENCOSUD.SN,Argentina - Hyperinflationary Economy,,-2,,,,8.0
BGS.N,Shelf-stable and frozen foods,,-2,,,,1.0
HEP.N,Refinery processing units - affiliate,324110,-2,,,,3.0
HEP.N,Pipelines and terminals - third-party,"486210, 486110, 424710",-2,,,,3.0
HEP.N,Pipelines and terminals - affiliate,"486210, 486110, 424710",-2,,,,3.0
CSMG3.SA,Water Supply,221310,-2,,,,4.0
CSMG3.SA,Sewage,221320,-2,,,,4.0
CSMG3.SA,Solid Waste,562212,-2,,,,4.0
CSMG3.SA,Reconciliation,,-2,,,,4.0
ENS.N,Motive Power,335910,-2,,,,3.0
ENS.N,Energy Systems,423610,-2,,,,3.0
ENS.N,Specialty,335910,-2,,,,3.0
CNS.N,,,-2,,,,0.0
ORA.N,Products Segment,335999,-2,,,,4.0
ORA.N,Electricity Segment,"221118, 221122",-2,,,,4.0
ORA.N,Energy Storage and Management Services,"541330, 221121",-2,,,,4.0
ORA.N,Product Segment,335999,-2,,,,4.0
ULH.OQ,Other,,-2,,,,5.0
ULH.OQ,Contract logistics,541614,-2,,,,5.0
ULH.OQ,Intermodal,"484220, 483111, 482112",-2,,,,5.0
ULH.OQ,Trucking,"484121, 484110",-2,,,,5.0
ULH.OQ,Company-managed brokerage,488510,-2,,,,5.0
WEX.N,Fleet Solutions,522320,-2,,,,3.0
WEX.N,Travel and Corporate Solutions,"541511, 522320",-2,,,,3.0
WEX.N,Health and Employee Benefit Solutions,522320,-2,,,,3.0
EXLS.OQ,Analytics,541618,-2,,,,4.0
EXLS.OQ,Insurance,"524292, 524210",-2,,,,4.0
EXLS.OQ,Healthcare,541618,-2,,,,4.0
EXLS.OQ,Emerging Business,"541618, 541611",-2,,,,4.0
MDIA3.SA,,,-2,,,,0.0
BEEF3.SA,Processed Meat,"325199, 311999, 311612",-2,,,,2.0
BEEF3.SA,Meat,"311612, 311611",-2,,,,2.0
HTGC.N,Lending and Investment,,-2,,,,1.0
SPWR.OQ,"Residential, Light Commercial","517121, 522220, 493190",-2,,,,3.0
SPWR.OQ,Commercial and Industrial Solutions,"221118, 541330, 221122",-2,,,,3.0
SPWR.OQ,Other,,-2,,,,3.0
MULT3.SA,Shopping,531120,-2,,,,4.0
MULT3.SA,Projects,"531390, 531120, 236220",-2,,,,4.0
MULT3.SA,Real Estate,236220,-2,,,,4.0
MULT3.SA,Management,"531390, 531312",-2,,,,4.0
CSAN3.SA,Eliminations,,-2,,,,7.0
CSAN3.SA,Cosan Other Business,523910,-2,,,,7.0
CSAN3.SA,Raizen Energia,"311314, 221118, 325193",-2,,,,7.0
CSAN3.SA,Comgas,221210,-2,,,,7.0
CSAN3.SA,Moove,324191,-2,,,,7.0
CSAN3.SA,Raizen - Brasil,457110,-2,,,,7.0
CSAN3.SA,Raizen - Argentina,457110,-2,,,,7.0
ACM.N,Corporate,,-2,,,,4.0
ACM.N,AECOM Capital (ACAP),531390,-2,,,,4.0
ACM.N,Americas,"541618, 541330",-2,,,,4.0
ACM.N,International,"541618, 541330",-2,,,,4.0
CF.N,Other,,-2,,,,5.0
CF.N,UAN,325311,-2,,,,5.0
CF.N,Granular Urea,325311,-2,,,,5.0
CF.N,Ammonia,325311,-2,,,,5.0
CF.N,AN,325311,-2,,,,5.0
DK.N,Retail,457110,-2,,,,4.0
DK.N,Corporate and Other Eliminations,,-2,,,,4.0
DK.N,Refining,324110,-2,,,,4.0
DK.N,Logistics,"486110, 424720",-2,,,,4.0
TGMA3.SA,Transport Service,"484230, 484121, 484110",-2,,,,2.0
TGMA3.SA,Logistic Services,493110,-2,,,,2.0
THS.N,Food,,-2,,,,1.0
AMP.N,Advice & Wealth Management,"523940, 523150, 524130, 522291",-2,,,,6.0
AMP.N,Elimination,,-2,,,,6.0
AMP.N,Unallocated,,-2,,,,6.0
AMP.N,Asset Management,"523940, 523150, 525910, 525190",-2,,,,6.0
AMP.N,Retirement & Protection Solutions,"523940, 524126, 524114, 524113",-2,,,,6.0
AMP.N,Corporate and Other,,-2,,,,6.0
ET.N,Midstream,"211130, 486210, 324199",-2,,,,9.0
ET.N,Intrastate transportation and storage,486210,-2,,,,9.0
ET.N,Interstate transportation and storage,486210,-2,,,,9.0
ET.N,All other,,-2,,,,9.0
ET.N,NGL and refined products transportation and services,486910,-2,,,,9.0
ET.N,Investment in Sunoco LP,"486910, 486210, 486110",-2,,,,9.0
ET.N,Eliminations,,-2,,,,9.0
ET.N,Crude oil transportation and services,486210,-2,,,,9.0
ET.N,Investment in USAC,486210,-2,,,,9.0
DHT.N,DHT’s business,,-2,,,,1.0
CLMT.OQ,Speciality Products,"325998, 325199, 324191",-2,,,,4.0
CLMT.OQ,Eliminations,,-2,,,,4.0
CLMT.OQ,Montana/Renewables,"325120, 324110",-2,,,,4.0
CLMT.OQ,Performance Brands,324110,-2,,,,4.0
SK.SN,Eliminations,,-2,,,,5.0
SK.SN,Sales from Lease & Commercial,459999,-2,,,,5.0
SK.SN,Industrial Explosives,333131,-2,,,,5.0
SK.SN,Services,236220,-2,,,,5.0
SK.SN,Other Income,,-2,,,,5.0
ENGIEC1.LM,Tolls/Fees,221122,-2,,,,4.0
ENGIEC1.LM,Power Sales,221122,-2,,,,4.0
ENGIEC1.LM,Other Income,221122,-2,,,,4.0
ENGIEC1.LM,Energy Sales,"221118, 221122",-2,,,,4.0
AGRO3.SA,Real Estate,111199,-2,,,,6.0
AGRO3.SA,Grain,"111930, 111199, 111150, 111110",-2,,,,6.0
AGRO3.SA,Cane,111199,-2,,,,6.0
AGRO3.SA,Other,,-2,,,,6.0
AGRO3.SA,Livestock,"531390, 531190",-2,,,,6.0
AGRO3.SA,Cotton,111920,-2,,,,6.0
PASAB.MX,Sanitation Services,562998,-2,,,,3.0
PASAB.MX,Waste Management,562111,-2,,,,3.0
PASAB.MX,Intercompany Sales,,-2,,,,3.0
JBSS3.SA,Frango Meat,311612,-2,,,,7.0
JBSS3.SA,Bovina Meat,311612,-2,,,,7.0
JBSS3.SA,Other,,-2,,,,7.0
JBSS3.SA,Seara,"445240, 311999, 311612",-2,,,,7.0
JBSS3.SA,Eliminations,,-2,,,,7.0
JBSS3.SA,Pork USA,"445240, 311612, 311611",-2,,,,7.0
JBSS3.SA,Brazil,"311613, 311612, 311611, 311225",-2,,,,7.0
EQTL3.SA,Eliminations,,-2,,,,4.0
EQTL3.SA,Distribution,"221118, 221122, 221121",-2,,,,4.0
EQTL3.SA,Services/Marketing,221118,-2,,,,4.0
EQTL3.SA,Streaming,221121,-2,,,,4.0
EVEN3.SA,SP,"531210, 236220, 236116",-2,,,,2.0
EVEN3.SA,RS,"236220, 236117",-2,,,,2.0
CODI.N,Advanced Circuits,334412,-2,,,,9.0
CODI.N,Ergobaby,424350,-2,,,,9.0
CODI.N,Arnold Magnetics,"335313, 332721",-2,,,,9.0
CODI.N,Sterno Products,"333241, 335139, 423440, 339999",-2,,,,9.0
CODI.N,5.11 Tactical,"315990, 314999",-2,,,,9.0
CODI.N,Velocity Outdoor,"339920, 332994",-2,,,,9.0
CODI.N,Marucci,,-2,,,,9.0
CODI.N,BOA,,-2,,,,9.0
CODI.N,Altor,326140,-2,,,,9.0
TAEE11.SA,,,-2,,,,0.0
MRFG3.SA,,,-2,,,,0.0
WSP.TO,,,-2,,,,0.0
G.N,High Tech and Manufacturing segment,"541614, 541613, 541512, 541330",-2,,,,4.0
G.N,Financial Services ,"541512, 541511, 522390, 518210",-2,,,,4.0
G.N,Others,,-2,,,,4.0
G.N,Consumer and Healthcare segment,"561990, 541614, 524292, 524291",-2,,,,4.0
DXT.TO,Corporate,,-2,,,,5.0
DXT.TO,Eliminations,,-2,,,,5.0
DXT.TO,Modular Solution,"321991, 236220",-2,,,,5.0
DXT.TO,IFM,"722320, 561720, 561210",-2,,,,5.0
DXT.TO,WAFES,"721310, 532490, 115310",-2,,,,5.0
CLNE.OQ,Natural gas,,-2,,,,1.0
TCSA3.SA,,,-2,,,,0.0
WU.N,Other,,-2,,,,3.0
WU.N,Consumer-to-Consumer,522320,-2,,,,3.0
WU.N,Business Solutions,522320,-2,,,,3.0
BDI.TO,Modular space solutions,531120,-2,,,,2.0
BDI.TO,Work force solutions,"541614, 532412, 531120",-2,,,,2.0
SAR.N,,,-2,,,,0.0
CSIQ.OQ,Elimination,,-2,,,,3.0
CSIQ.OQ,Recurrent Energy,"221118, 237130",-2,,,,3.0
CSIQ.OQ,CSI Solar,"221118, 335910, 237130",-2,,,,3.0
SPRO.NFF,,,-2,,,,0.0
