Instrument,Segment Name,year
ENEI.MI,Infrastructures and Networks,FY-3
ENGIE.PA,Eliminations,FY-3
ENGIE.PA,Other,FY-3
ENGIE.PA,Latin America,FY-3
ENGIE.PA,France,FY-3
ENGIE.PA,Europe excluding France & Benelux,FY-3
ENGIE.PA,USA & Canada,FY-3
ENGIE.PA,"Middle East, Africa & Asia",FY-3
ENJSA.IS,Elimination,FY-3
ENJSA.IS,Undistubuted,FY-3
ENJSA.IS,Retail,FY-3
ENJSA.IS,Distribution,FY-3
ENLT.TA,Adjustments,FY-3
ENLT.TA,Wind,FY-3
ENLT.TA,PV,FY-3
EONGn.DE,Renewable Energy Generation,FY-3
EONGn.DE,Customer Solutions - UK,FY-3
EONGn.DE,Consolidation,FY-3
EONGn.DE,Customer Solutions - Other,FY-3
EONGn.DE,PreussenElektra,FY-3
EONGn.DE,Corporate Functions/Other,FY-3
EONGn.DE,Energy Network Germany,FY-3
EONGn.DE,Energy Networks Sweden,FY-3
EONGn.DE,Customer Solutions - Germany,FY-3
EONGn.DE,Energy Networks CEE/Turkey,FY-3
EONGn.DE,Generation Turkey,FY-3
EONGn.DE,Customer Solutions,FY-3
ETR.N,All Other,FY-3
ETR.N,Eliminations,FY-3
ETR.N,Entergy Wholsale commodoties,FY-3
ETR.N,Utility,FY-3
EXC.OQ,BGE,FY-3
EXC.OQ,ComEd,FY-3
EXC.OQ,Corporate/Other,FY-3
EXC.OQ,Generation,FY-3
EXC.OQ,PECO,FY-3
EXC.OQ,Intersegment Eliminations,FY-3
EXC.OQ,PHI,FY-3
FGEN.PS,Elimination,FY-3
FGEN.PS,FGP,FY-3
FGEN.PS,FG Hydro,FY-3
FGEN.PS,FGPC,FY-3
FGEN.PS,Others,FY-3
FGEN.PS,EDC,FY-3
FGEN.PS,Prime Meridian,FY-3
FGEN.PS,FNPC,FY-3
FORTUM.HE,Russia,FY-3
FORTUM.HE,Generation,FY-3
FORTUM.HE,Other Operations,FY-3
FORTUM.HE,Netting of Nord Pool Transactions,FY-3
FORTUM.HE,City Solutions,FY-3
FORTUM.HE,Elimination,FY-3
FORTUM.HE,Consumer Solutions,FY-3
FORTUM.HE,Uniper,FY-3
FTEK.OQ,Other,FY-3
FTEK.OQ,Air Pollution Control,FY-3
FTEK.OQ,Fuel Chem,FY-3
FTS.TO,Other Electric,FY-3
FTS.TO,Corporate and other,FY-3
FTS.TO,Intersegment eliminations,FY-3
FTS.TO,Fortis Alberta,FY-3
FTS.TO,Energy infrastructure,FY-3
FTS.TO,FortisBC Energy,FY-3
FTS.TO,Fortis BC Electric,FY-3
FTS.TO,Central Hudson,FY-3
FTS.TO,UNS Energy,FY-3
FTS.TO,ITC,FY-3
GEG.HM,Power Production and Provider,FY-3
GEG.HM,Construction Activities (Hydropower and Commercial),FY-3
GEG.HM,Selling merchandise (solar battery),FY-3
GEG.HM,Services Activities (Maintain & Operate Hydropower plant),FY-3
GEG.HM,Eliminations,FY-3
GPSC.BK,Others,FY-3
GPSC.BK,Independent Power,FY-3
GPSC.BK,Small Power,FY-3
HARL.L,,FY-3
HDG.HM,Eliminations,FY-3
HDG.HM,Others,FY-3
HDG.HM,Real Estate,FY-3
HDG.HM,Construction,FY-3
HDG.HM,Hydroelectric,FY-3
HE.N,Electric Utility,FY-3
HE.N,Other,FY-3
HE.N,Bank,FY-3
HEGL.NS,Power generation,FY-3
HEGL.NS,Graphite ( including other carbon products ),FY-3
HEGL.NS,Unallocable items/Others,FY-3
HOLMb.ST,FOREST,FY-3
HOLMb.ST,WOOD PRODUCTS,FY-3
HOLMb.ST,GROUP-WIDE AND OTHER,FY-3
HOLMb.ST,PAPER BOARD,FY-3
HOLMb.ST,PAPER,FY-3
HOLMb.ST,RENEWABLE ENERGY,FY-3
IBE.MC,Other Business,FY-3
IBE.MC,Renewable Energy,FY-3
IBE.MC,Networks,FY-3
IBE.MC,Electricity Generation/Liberalized,FY-3
IDA.N,All Other,FY-3
IDA.N,Eliminations,FY-3
IDA.N,Utility Operations,FY-3
IDC.HN,,FY-3
LIGT3.SA,Eliminations,FY-3
LIGT3.SA,Other,FY-3
LIGT3.SA,Distribution,FY-3
LIGT3.SA,Generation,FY-3
LIGT3.SA,Commercialization,FY-3
LIGT3.SA,Services,FY-3
MGEE.OQ,Transmission Investment,FY-3
MGEE.OQ,All Others,FY-3
MGEE.OQ,Non Regulated Energy,FY-3
MGEE.OQ,Gas,FY-3
MGEE.OQ,Eliminations,FY-3
MGEE.OQ,Electric,FY-3
MPLF.PSX,Inter segment elimnation,FY-3
MPLF.PSX,Power generation,FY-3
MPLF.PSX,Cement manufacturing,FY-3
NCLI.NS,Ready Mix Concrete Division,FY-3
NCLI.NS,Energy Division,FY-3
NCLI.NS,Cement Division,FY-3
NCLI.NS,Boards Division,FY-3
NCLI.NS,Unallocated,FY-3
NCLI.NS,Doors,FY-3
NEOE3.SA,,FY-3
NLCI.NS,Lignite Mining,FY-3
NLCI.NS,Power Generation,FY-3
NRG.N,West/Services/Other,FY-3
NRG.N,Elimination,FY-3
NRG.N,East,FY-3
NRG.N,Texas,FY-3
NTPC.NS,Others,FY-3
NTPC.NS,Generation of energy,FY-3
NTPC.NS,Inter-Segment Eliminations,FY-3
ODAS.IS,Energy Production,FY-3
ODAS.IS,Energy Trading,FY-3
ODAS.IS,Eliminations,FY-3
ODAS.IS,Other,FY-3
ODAS.IS,Mining,FY-3
ORK.OL,Financial Investments,FY-3
ORK.OL,Orkla Foods Ingredients,FY-3
ORK.OL,H.O./Unallocated/Eliminations,FY-3
ORK.OL,Orkla Confectionery & Snacks,FY-3
ORK.OL,Hydro Power,FY-3
ORK.OL,Orkla Care,FY-3
ORK.OL,Elimination,FY-3
ORK.OL,Orkla Foods,FY-3
ORK.OL,HK,FY-3
ORK.OL,Customer Investments,FY-3
PAFO.NS,Food Products,FY-3
PAFO.NS,Wind Turbine Power Generation,FY-3
PAFO.NS,Oil,FY-3
PAFO.NS,Vanaspati,FY-3
PAFO.NS,Unallocable,FY-3
PAFO.NS,Others,FY-3
PAFO.NS,Extractions,FY-3
PC1.HM,Construction,FY-3
PC1.HM,Hydroelectricity,FY-3
PC1.HM,Other Activities,FY-3
PC1.HM,Manufacturing,FY-3
PC1.HM,Real Estate,FY-3
PC1.HM,Selling,FY-3
PEG.N,Other,FY-3
PEG.N,PSE&G,FY-3
PEG.N,PSEG Power & Other,FY-3
PEG.N,Eliminations,FY-3
PGRD.NS,Consultancy Services,FY-3
PGRD.NS,Transmission Services,FY-3
PGRD.NS,Telecom Services,FY-3
PGRD.NS,Inter Segment Revenue,FY-3
PIF.TO,Geothermal Project,FY-3
PIF.TO,Others,FY-3
PIF.TO,Hydroelectric Project,FY-3
PTCI.NS,Unallocated,FY-3
PTCI.NS,Power Trading,FY-3
PTCI.NS,Investments,FY-3
RATCH.BK,Domestic Electricity Generating,FY-3
RATCH.BK,Others,FY-3
RATCH.BK,Renewable Energy,FY-3
RATCH.BK,International Power Projects,FY-3
RITS.NS,Consultancy - Abroad,FY-3
RITS.NS,Consultancy - Domestic,FY-3
RITS.NS,Export Sale,FY-3
RITS.NS,Leasing -Domestic,FY-3
RITS.NS,Turnkey Construction Projects -Domestic,FY-3
RITS.NS,Power Generation,FY-3
ROH2O.BX,,FY-3
RWEG.DE,Other/Consolidation,FY-3
RWEG.DE,Supply & Trading,FY-3
RWEG.DE,Intercompany Eliminations,FY-3
RWEG.DE,Coal/Nuclear,FY-3
RWEG.DE,Offshore wind,FY-3
RWEG.DE,onshore Wind/ Solar,FY-3
RWEG.DE,Hydro/Biomass/Gas,FY-3
SHEL.L,Corporate and Other,FY-3
SHEL.L,Upstream,FY-3
SHEL.L,Downstream,FY-3
SHEL.L,Integrated Gas,FY-3
SO.N,Reconciling Eliminations,FY-3
SO.N,All Other,FY-3
SO.N,Eliminations,FY-3
SO.N,Traditional Electric Operating Companies,FY-3
SO.N,Southern Power,FY-3
SO.N,Southern Company Gas,FY-3
SPI.OQ,Solar energy products and services,FY-3
SRG.MI,Natural gas-Tansportation,FY-3
SRG.MI,Re-Gasification (Regulated),FY-3
SRG.MI,Storage of natural gas,FY-3
SRG.MI,Corporate,FY-3
SSE.L,Corporate unallocated,FY-3
SSE.L,Gas Storage,FY-3
SSE.L,Electricity Transmission,FY-3
SSE.L,Thermal Generation,FY-3
SSE.L,Enterprise,FY-3
SSE.L,Airtricity,FY-3
SSE.L,Business Energy,FY-3
SSE.L,Electricity Distribution,FY-3
SSE.L,Renewables,FY-3
SSE.L,EPM,FY-3
SVT.L,Corporate and other,FY-3
SVT.L,Business Services,FY-3
SVT.L,Regulated Water and Waste Water,FY-3
SXC.N,Domestic Coke,FY-3
SXC.N,Logistics,FY-3
SXC.N,Brazil Coke,FY-3
SXC.N,Elimination,FY-3
SXC.N,Logistics intersegment sales,FY-3
TA.TO,Corporate/Other,FY-3
TA.TO,Canadian Coal,FY-3
TA.TO,U.S. Coal,FY-3
TA.TO,Hydro,FY-3
TA.TO,Gas,FY-3
TA.TO,Energy Marketing,FY-3
TA.TO,Wind and solar,FY-3
TA.TO,Australian gas,FY-3
TCIL.NS,Frieght Division,FY-3
TCIL.NS,Energy Division,FY-3
TCIL.NS,Supply Chain Solution Division,FY-3
TCIL.NS,Seaways Division,FY-3
TCIL.NS,Unallocated income/expenditure,FY-3
TCIL.NS,Inter Company Revenue,FY-3
TTPW.NS,Others,FY-3
TTPW.NS,Inter-Segment Revenue,FY-3
TTPW.NS,Transmission and Distribution,FY-3
TTPW.NS,Renewables,FY-3
TTPW.NS,Generation,FY-3
UN01.DE,Administration/Consolidation,FY-3
UN01.DE,European Generation,FY-3
UN01.DE,International Power Generation,FY-3
UN01.DE,Global Commodities,FY-3
UNACEMC1.LM,Adjustment,FY-3
UNACEMC1.LM,Cement,FY-3
UNACEMC1.LM,Concrete,FY-3
UNACEMC1.LM,Electric Energy,FY-3
UNACEMC1.LM,Other,FY-3
VERB.VI,Reconciliation/Consolidation,FY-3
VERB.VI,All other segments,FY-3
VERB.VI,Renewable Generation,FY-3
VERB.VI,Grid,FY-3
VERB.VI,Sales,FY-3
XEL.OQ,Regulated Electric,FY-3
XEL.OQ,All Other,FY-3
XEL.OQ,Reconciling Eliminations,FY-3
XEL.OQ,Regulated Natural Gas,FY-3
