Instrument,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY0).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY0).segmentCode,number of segments
,,,0,RENE.LS,,,
,,,0,TGN.BX,,,
,,,0,EUR.WA,,,
,,,0,F3CG.DE,,,
,,,0,DPL.WA,,,
,,,0,DDJH.ZA,,,
,,,0,BRK.L,,,
,,,0,ALSS.LS,,,
,,,0,NESTE.HE,,,
,,,0,ATYM.L,,,
,,,0,PEPP.WA,,,
,,,0,MARR.MI,,,
,,,0,TSTL.L,,,
,,,0,WIHL.ST,,,
,,,0,AAK.ST,,,
,,,0,TVE1T.TL,,,
,,,0,ALFRE.PA,,,
,,,0,GPEP.PA,,,
,,,0,SRC.L,,,
,,,0,COTE.BX,,,
,,,0,LQAG.DE,,,
,,,0,TX.N,,,
,,,0,DRX.L,,,
,,,0,IMPN.S,,,
,,,0,KZRUI.RTS,,,
,,,0,B8AG.DE,,,
,,,0,VESTUM.ST,,,
,,,0,BPM.L,,,
,,,0,VALS.MI,,,
,,,0,PGHN.S,,,
,,,0,PATGn.DE,,,
,,,0,REN.MC,,,
,,,0,CATE.ST,,,
,,,0,MGNT.MM,,,
,,,0,DIOS.ST,,,
,,,0,B7EG.DE,,,
,,,0,TEL.N,,,
,,,0,ALUPG.PA,,,
,,,0,GAMQ.MC,,,
,,,0,AUSS.OL,,,
,,,0,O4BG.DE,,,
,,,0,OGKB.MM,,,
,,,0,H5EG.DE,,,
,,,0,ASHM.L,,,
,,,0,AER.N,,,
,,,0,MSTSI.RTS,,,
,,,0,WXFB.VI,,,
,,,0,GEMD.L,,,
,,,0,VZN.S,,,
,,,0,SERIT.MI,,,
,,,0,ANNEb.ST,,,
,,,0,B7C.MI,,,
,,,0,SRET.L,,,
,,,0,GSFG.OL,,,
,,,0,NMAN.ST,,,
,,,0,HFG.L,,,
,,,0,OGN.I,,,
,,,0,FXPO.L,,,
,,,0,SLRS.MC,,,
,,,0,TRNF_p.MM,,,
,,,0,CEZP.PR,,,
,,,0,BMCP.WA,,,
,,,0,ALRS.MM,,,
,,,0,LOOMIS.ST,,,
,,,0,CLOEb.ST,,,
,,,0,ESUN.S,,,
,,,0,INF.L,,,
,,,0,ATC.WA,,,
,,,0,PGE.WA,,,
FEES.MM,,,0,,,,0.0
BURF.L,Services and other Coporate,,0,,,,4.0
BURF.L,Capital provision,523910,0,,,,4.0
BURF.L,Asset management,523940,0,,,,4.0
BURF.L,Third party Interest,523940,0,,,,4.0
STNG.N,Corporate and eliminations,,0,,,,5.0
STNG.N,MR,483111,0,,,,5.0
STNG.N,Handymax,483111,0,,,,5.0
STNG.N,LR2,483111,0,,,,5.0
STNG.N,LRI,483111,0,,,,5.0
BAKKA.OL,"Fish Meal, Oil and Feed",311710,0,,,,5.0
BAKKA.OL,Farming FO,"311710, 112511",0,,,,5.0
BAKKA.OL,Value Added Products,"311710, 112511",0,,,,5.0
BAKKA.OL,Eliminations,,0,,,,5.0
BAKKA.OL,Farming SCT,114111,0,,,,5.0
ORON.S,Orior Refinement,"311615, 311612",0,,,,4.0
ORON.S,Orior Convenience,311991,0,,,,4.0
ORON.S,Adjustments and Eliminations,,0,,,,4.0
ORON.S,Orior International,311991,0,,,,4.0
JSW.WA,Unallocated,,0,,,,5.0
JSW.WA,Coke,"212115, 212114",0,,,,5.0
JSW.WA,Other Segments,,0,,,,5.0
JSW.WA,Coal,212115,0,,,,5.0
JSW.WA,Elimination,,0,,,,5.0
CHRH.CO,,,0,,,,0.0
DR0G.DE,Gas,211120,0,,,,3.0
DR0G.DE,Oil,211120,0,,,,3.0
DR0G.DE,Gold,212220,0,,,,3.0
LYB.N,Olefins and Polyolefins - Americas,"325211, 325110",0,,,,7.0
LYB.N,Intermediates and Derivatives,"325211, 325199, 325110",0,,,,7.0
LYB.N,Refining and Oxyfuels,324110,0,,,,7.0
LYB.N,"Olefins and Polyolefins - Europe, Asia, International","325211, 325110",0,,,,7.0
LYB.N,Other/elim,,0,,,,7.0
LYB.N,Technology,325220,0,,,,7.0
LYB.N,APS,"325211, 325199",0,,,,7.0
MBR.WA,Waste Management,"562219, 562211",0,,,,5.0
MBR.WA,Pertol Stations,457120,0,,,,5.0
MBR.WA,Other,,0,,,,5.0
MBR.WA,Construction Services,237310,0,,,,5.0
MBR.WA,Secondary Products,221330,0,,,,5.0
MRKV.MM,Ulianovsk Region,"221122, 221121",0,,,,8.0
MRKV.MM,Chuvashia Republic,"221122, 221121",0,,,,8.0
MRKV.MM,Mordovia Republic,"221122, 221121",0,,,,8.0
MRKV.MM,Other Segments,"221122, 221121",0,,,,8.0
MRKV.MM,Penza Region,"221122, 221121",0,,,,8.0
MRKV.MM,Samara Region,"221122, 221121",0,,,,8.0
MRKV.MM,Orenburg Region,"221122, 221121",0,,,,8.0
MRKV.MM,Saratov Region,"221122, 221121",0,,,,8.0
JUP.L,Investment Management business,,0,,,,1.0
MLGP.WA,,,0,,,,0.0
IVS.MI,Spain,"445132, 532490",0,,,,8.0
IVS.MI,Coin Group,"445132, 532490",0,,,,8.0
IVS.MI,France,"445132, 532490",0,,,,8.0
IVS.MI,Italy,"445132, 532490",0,,,,8.0
IVS.MI,Adjustments & Eliminations,,0,,,,8.0
IVS.MI,Reselling,445132,0,,,,8.0
IVS.MI,HoReCa,445132,0,,,,8.0
IVS.MI,Others,"445132, 238290",0,,,,8.0
GLEN.L,Industrial Activities,"212230, 212115",0,,,,3.0
GLEN.L,Inter-segment eliminations,,0,,,,3.0
GLEN.L,Marketing Activities,"541614, 541613, 493190",0,,,,3.0
AGRO.N,Farming,"111998, 111160",0,,,,4.0
AGRO.N,Land Transformation,531390,0,,,,4.0
AGRO.N,Corporate,,0,,,,4.0
AGRO.N,"Sugar, Ethanol & Energy",115310,0,,,,4.0
APAM.AS,Stainless & Electrical Steel,331110,0,,,,5.0
APAM.AS,Services and Solutions,"331110, 331492",0,,,,5.0
APAM.AS,Others/Eliminations,,0,,,,5.0
APAM.AS,Alloys and Specialties,331492,0,,,,5.0
APAM.AS,Recycling and Renewables,331110,0,,,,5.0
STEFb.ST,,,0,,,,0.0
ISS.CO,Other Countries,"722320, 561720, 561612, 561320",0,,,,6.0
ISS.CO,Continental Europe,"722320, 561720, 561612, 561320",0,,,,6.0
ISS.CO,Americas,"722320, 561720, 561612, 561320",0,,,,6.0
ISS.CO,Northern Europe,"722320, 561720, 561612, 561320",0,,,,6.0
ISS.CO,Asia & Pacific,"722320, 561720, 561612, 561320",0,,,,6.0
ISS.CO,Corporate / eliminations,,0,,,,6.0
BOWP.WA,Trading,"484220, 423510, 331210",0,,,,4.0
BOWP.WA,Prefabricated Reinforcement,"484220, 423510, 331210",0,,,,4.0
BOWP.WA,Other Production,493190,0,,,,4.0
BOWP.WA,Other,,0,,,,4.0
CAML.L,Unallocated,,0,,,,3.0
CAML.L,kounrad,212230,0,,,,3.0
CAML.L,Sasa,"212230, 212220",0,,,,3.0
AMAV.VI,Service,561499,0,,,,5.0
AMAV.VI,Rolling,"331318, 331315",0,,,,5.0
AMAV.VI,Metal,331313,0,,,,5.0
AMAV.VI,Consolidation,,0,,,,5.0
AMAV.VI,Casting,"331318, 331524, 331314",0,,,,5.0
FREN.S,Real estate,,0,,,,1.0
APPS.MC,Other,,0,,,,5.0
APPS.MC,Energy,"541380, 334519",0,,,,5.0
APPS.MC,Automotive,811198,0,,,,5.0
APPS.MC,Applus IDIADA,561499,0,,,,5.0
APPS.MC,Laboratories,"541380, 541330",0,,,,5.0
HTRO.ST,fiber optic communication,,0,,,,1.0
SBOS.OL,Property Development,"531110, 236116, 236115",0,,,,2.0
SBOS.OL,Other,,0,,,,2.0
ALNG.OL,operating LNG vessels,,0,,,,1.0
EVRE.L,Eliminations,,0,,,,5.0
EVRE.L,Other Operations,,0,,,,5.0
EVRE.L,Coal,213113,0,,,,5.0
EVRE.L,"Steel, North America",331110,0,,,,5.0
EVRE.L,Steel,331110,0,,,,5.0
ORSTED.CO,Onshore,211120,0,,,,4.0
ORSTED.CO,Bioenergy & Other,221330,0,,,,4.0
ORSTED.CO,Offshore,221118,0,,,,4.0
ORSTED.CO,Other,,0,,,,4.0
BKWB.S,Other,,0,,,,5.0
BKWB.S,Consolidation,,0,,,,5.0
BKWB.S,Services,541330,0,,,,5.0
BKWB.S,Energy,221118,0,,,,5.0
BKWB.S,Grid,237130,0,,,,5.0
SPIE.PA,Holding - Operating Segment,236220,0,,,,5.0
SPIE.PA,Germany and Central Europe,"541690, 541330",0,,,,5.0
SPIE.PA,France,"541690, 541330",0,,,,5.0
SPIE.PA,North-Western Europe,"541690, 541330",0,,,,5.0
SPIE.PA,Oil & Gas and Nuclear,541330,0,,,,5.0
GLOG_pa.N,Vessel Management,488390,0,,,,1.0
THAJ.J,PGM,"331410, 212290",0,,,,4.0
THAJ.J,Chrome,"331410, 212290",0,,,,4.0
THAJ.J,Agency and trading,423510,0,,,,4.0
THAJ.J,Manufacturing,333248,0,,,,4.0
DKSH.S,Healthcare,622110,0,,,,5.0
DKSH.S,Others,,0,,,,5.0
DKSH.S,Performance Materials,541614,0,,,,5.0
DKSH.S,Consumer Goods,339999,0,,,,5.0
DKSH.S,Technology,339999,0,,,,5.0
MAST.BU,Eliminations,,0,,,,4.0
MAST.BU,Manufactoring,327993,0,,,,4.0
MAST.BU,Unallocated,,0,,,,4.0
MAST.BU,Sales,327993,0,,,,4.0
GYC.DE,Rental income,,0,,,,1.0
DUKE.L,,,0,,,,0.0
ZUGN.S,Real Estate,"531120, 531110",0,,,,3.0
ZUGN.S,Corporate & Eliminations,,0,,,,3.0
ZUGN.S,Hotel & catering,722320,0,,,,3.0
PKPP.WA,domestic and international cargo freight,,0,,,,1.0
MSPJ.J,,,0,,,,0.0
ABOG.DE,,,0,,,,0.0
LEGn.DE,Housing,531110,0,,,,1.0
OCI.AS,Other,,0,,,,7.0
OCI.AS,Nitrogen US,"325311, 325199, 325120",0,,,,7.0
OCI.AS,Nitrogen Europe,"325311, 325199, 325120",0,,,,7.0
OCI.AS,Methanol Europe,325199,0,,,,7.0
OCI.AS,Methanol US,325199,0,,,,7.0
OCI.AS,Eliminations,,0,,,,7.0
OCI.AS,Fertiglobe,,0,,,,7.0
TAALA.HE,Other,,0,,,,4.0
TAALA.HE,Other private asset management,,0,,,,4.0
TAALA.HE,Strategic Investments (Garantia),523910,0,,,,4.0
TAALA.HE,Renewable energy,221118,0,,,,4.0
NVGS.N,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,,0,,,,1.0
CSTM.N,Aerospace & Transportation,"331524, 331315",0,,,,5.0
CSTM.N,Automotive Structures & Industry,336999,0,,,,5.0
CSTM.N,Holdings & Corporate(,,0,,,,5.0
CSTM.N,Intersegment and Other,,0,,,,5.0
CSTM.N,Packaging & Automotive Rolled Products,"335312, 331315",0,,,,5.0
TARP.WA,Sale of Goods,311612,0,,,,2.0
TARP.WA,Sale of Products,311612,0,,,,2.0
CAV1V.HE,Construction Industry,"236220, 236117",0,,,,1.0
VNAn.DE,Rental,"531390, 531110",0,,,,7.0
VNAn.DE,Other,"561499, 531390",0,,,,7.0
VNAn.DE,Recurring Sales,531390,0,,,,7.0
VNAn.DE,Development,236116,0,,,,7.0
VNAn.DE,Consolidation,531110,0,,,,7.0
VNAn.DE,Value-add,"541410, 541310, 531390",0,,,,7.0
VNAn.DE,German living ,"531120, 531110",0,,,,7.0
GTT.PA,,,0,,,,0.0
FLOT.MM,Oil Product,483111,0,,,,5.0
FLOT.MM,Crude Oil,483111,0,,,,5.0
FLOT.MM,Other,483111,0,,,,5.0
FLOT.MM,Offshore,"483111, 213112",0,,,,5.0
FLOT.MM,Gas,483111,0,,,,5.0
FOXT.L,Lettings,531110,0,,,,3.0
FOXT.L,Mortgage Broking,522310,0,,,,3.0
FOXT.L,Sales,531210,0,,,,3.0
ROSNN.BX,,,0,,,,0.0
AGAT.MI,,,0,,,,0.0
PENP.WA,Elimination,,0,,,,6.0
PENP.WA,Other,562910,0,,,,6.0
PENP.WA,Operations & Maintenance,237130,0,,,,6.0
PENP.WA,Investments,221118,0,,,,6.0
PENP.WA,Technology,423690,0,,,,6.0
PENP.WA,Solutions,541330,0,,,,6.0
TPFG.L,Prpoperty Franchising,"531311, 531210, 531110",0,,,,2.0
TPFG.L,Other,561499,0,,,,2.0
VOW.OL,Maritime Solutions,"562219, 562119, 562112",0,,,,4.0
VOW.OL,Aftersales,"562119, 562112, 562111",0,,,,4.0
VOW.OL,Admin and Other,,0,,,,4.0
VOW.OL,Industrial Solutions,562219,0,,,,4.0
GLOP_pa.N,Liquefied Natural Gas (LNG),,0,,,,1.0
NOMD.N,Frozen foods,,0,,,,1.0
ANIM.MI,,,0,,,,0.0
HIAG.S,Redevelopment portfolio,"531120, 531110, 236220, 236210",0,,,,5.0
HIAG.S,Yielding portfolio,"531120, 531110",0,,,,5.0
HIAG.S,Others,,0,,,,5.0
HIAG.S,Intersegment Elimination,,0,,,,5.0
HIAG.S,Transaction,531390,0,,,,5.0
FAN.L,IFRS Adjustments and Eliminations,,0,,,,4.0
FAN.L,UK,"423730, 333415",0,,,,4.0
FAN.L,Australasia,"423730, 333415",0,,,,4.0
FAN.L,Continental Europe,"423730, 333415",0,,,,4.0
SCST.ST,Others,,0,,,,3.0
SCST.ST,Ready-to-eat,,0,,,,3.0
SCST.ST,Ready-to-cook,311991,0,,,,3.0
TOR.WA,Other,,0,,,,2.0
TOR.WA,Railways,237990,0,,,,2.0
EQLS.L,Currency cards,522320,0,,,,6.0
EQLS.L,Travel cash,522320,0,,,,6.0
EQLS.L,Banking,522320,0,,,,6.0
EQLS.L,Corporate,,0,,,,6.0
EQLS.L,International payments,"523160, 522320",0,,,,6.0
EQLS.L,Solutions,522320,0,,,,6.0
ELIS.PA,France,"812332, 812331, 812320",0,,,,7.0
ELIS.PA,Eliminations & Holdings,,0,,,,7.0
ELIS.PA,Latin America,"561720, 561710, 532490, 314110",0,,,,7.0
ELIS.PA,Southern Europe,561720,0,,,,7.0
ELIS.PA,UK & Irleand,561720,0,,,,7.0
ELIS.PA,Central Europe,561720,0,,,,7.0
ELIS.PA,Scandinavia & Eastern Europe,561720,0,,,,7.0
ABSO.ST,,,0,,,,0.0
ABL.OL,ABL,"541330, 488390, 213112",0,,,,5.0
ABL.OL,Longitude,"541330, 488390, 213112",0,,,,5.0
ABL.OL,OWC,"541330, 488390, 213112",0,,,,5.0
ABL.OL,Eliminations,"541330, 488390, 213112",0,,,,5.0
ABL.OL,AGR,"541330, 488390, 213112",0,,,,5.0
RKET.H,Group Operations,,0,,,,1.0
ENTRA.OL,,,0,,,,0.0
MULTI.OL,Eliminations,,0,,,,6.0
MULTI.OL,Region Norway,541330,0,,,,6.0
MULTI.OL,International,541330,0,,,,6.0
MULTI.OL,Not Allocated,,0,,,,6.0
MULTI.OL,Region Oslo,541330,0,,,,6.0
MULTI.OL,LINK arkitektur,541330,0,,,,6.0
HUMBLE.ST,Others,,0,,,,5.0
HUMBLE.ST,Quality Nutrition,523910,0,,,,5.0
HUMBLE.ST,Nordic Distribution ,523910,0,,,,5.0
HUMBLE.ST,Sustainable Care,523910,0,,,,5.0
HUMBLE.ST,Future Snacking,311999,0,,,,5.0
SBBb.ST,Other,531390,0,,,,3.0
SBBb.ST,Community Service Proporties,"531312, 531311",0,,,,3.0
SBBb.ST,Residentials,531311,0,,,,3.0
LIFCOb.ST,Systems Solutions,"336390, 333243, 333248, 334419",0,,,,3.0
LIFCOb.ST,Demolition & Tools,333120,0,,,,3.0
LIFCOb.ST,Dental,"541715, 423450",0,,,,3.0
KOJAMO.HE,,,0,,,,0.0
BRAV.ST,Norway,"238220, 238210",0,,,,5.0
BRAV.ST,Denmark,"238220, 238210",0,,,,5.0
BRAV.ST,Sweden,238210,0,,,,5.0
BRAV.ST,Finland,"238220, 238210",0,,,,5.0
BRAV.ST,Group-Wide,,0,,,,5.0
NP3.ST,,,0,,,,0.0
SDIPpref.ST,Special Infrastructure Solutions,"561621, 541690, 541620, 541330",0,,,,3.0
SDIPpref.ST,Resource Efficency,541330,0,,,,3.0
SDIPpref.ST,Central Units,,0,,,,3.0
FC9.DE,,,0,,,,0.0
PLANZ.S,,,0,,,,0.0
TINCC.BR,Other financial services,,0,,,,1.0
COOR.ST,,,0,,,,0.0
GREG.MC,Energy,221122,0,,,,3.0
GREG.MC,Services,"561499, 221122",0,,,,3.0
GREG.MC,Constructon and development,237130,0,,,,3.0
VOLO.ST,Internal eliminations,,0,,,,4.0
VOLO.ST,Industry,"333914, 333248, 333111, 323111",0,,,,4.0
VOLO.ST,Salix,444180,0,,,,4.0
VOLO.ST,Ettiketto,811210,0,,,,4.0
LKD.WA,,,0,,,,0.0
TNOM.HE,,,0,,,,0.0
AT1.DE,Commercial portfolio,"531120, 531110",0,,,,3.0
AT1.DE,GCP Portfolio,531120,0,,,,3.0
AT1.DE,Adjustments,,0,,,,3.0
ORSO.MI,Adjustment,,0,,,,6.0
ORSO.MI,Services,"541614, 541512",0,,,,6.0
ORSO.MI,Distribution,424480,0,,,,6.0
ORSO.MI,Shipping,424480,0,,,,6.0
ORSO.MI,Import & Distribution,424480,0,,,,6.0
ORSO.MI,Holding & Services,424480,0,,,,6.0
UNTP.WA,Gas Fuels,457210,0,,,,5.0
UNTP.WA,Energy,221122,0,,,,5.0
UNTP.WA,Liquid Fuels Trade,424720,0,,,,5.0
UNTP.WA,Other Activity,457120,0,,,,5.0
UNTP.WA,Photovoltaics,423690,0,,,,5.0
CONSTI.HE,Parent company and elimination,,0,,,,5.0
CONSTI.HE,Corporations,"531390, 238990",0,,,,5.0
CONSTI.HE,Building Technology,"531390, 238990",0,,,,5.0
CONSTI.HE,Public Sector,"531390, 238990",0,,,,5.0
CONSTI.HE,Housing Companies,"531390, 238990",0,,,,5.0
GPGR.ST,Undistributed,531110,0,,,,3.0
GPGR.ST,New Production,,0,,,,3.0
GPGR.ST,Property Management,531110,0,,,,3.0
POLNP.L,Asset Manager,523940,0,,,,3.0
POLNP.L,Investment Company,523940,0,,,,3.0
POLNP.L,Central,,0,,,,3.0
SIFG.AS,Other,,0,,,,3.0
SIFG.AS,Offshore Wind,237130,0,,,,3.0
SIFG.AS,Marshalling,,0,,,,3.0
YU.L,"supply of electricity, gas and water",,0,,,,1.0
GARO.ST,Eliminations,,0,,,,3.0
GARO.ST,GARO E-mobility,,0,,,,3.0
GARO.ST,GARO Electrification,,0,,,,3.0
WJG.L,Corporate,,0,,,,5.0
WJG.L,Residential Development,"236116, 236115",0,,,,5.0
WJG.L,Student Accommodation,236220,0,,,,5.0
WJG.L,Accommodation Management,236116,0,,,,5.0
WJG.L,Build to Rent,531110,0,,,,5.0
FORT.L,Intersegment eliminations,,0,,,,3.0
FORT.L,Bespoke products,"327120, 327390, 327331",0,,,,3.0
FORT.L,Bricks & Blocks,"327120, 327331",0,,,,3.0
DOMI.MC,B2C,,0,,,,3.0
DOMI.MC,B2B Servicios,,0,,,,3.0
DOMI.MC,B2B Proyectos 360,,0,,,,3.0
FFARM.AS,United Kingdom,311119,0,,,,4.0
FFARM.AS,Eliminations,,0,,,,4.0
FFARM.AS,Germany/Poland,"424910, 311119",0,,,,4.0
FFARM.AS,The Netherlands/Belgium,311119,0,,,,4.0
DEF.DE,,,0,,,,0.0
PMIP.L,Asset management,,0,,,,1.0
BRINb.ST,,,0,,,,0.0
VANL.L,Head Office,"333248, 333120",0,,,,4.0
VANL.L,Ground Engineering Services,"541330, 238910",0,,,,4.0
VANL.L,Specialist Piling & Rail,541330,0,,,,4.0
VANL.L,General Piling,238910,0,,,,4.0
IG.MI,,,0,,,,0.0
BYGGP.ST,Eliminations,,0,,,,5.0
BYGGP.ST,Corporate,,0,,,,5.0
BYGGP.ST,Ahlin & Ekeroth,"236220, 236210",0,,,,5.0
BYGGP.ST,Flodens,"236220, 236210",0,,,,5.0
BYGGP.ST,ByggPartner,"236220, 236210",0,,,,5.0
VARN.S,real estate,,0,,,,1.0
DNP.WA,Retail Sale,,0,,,,1.0
CASHP.MC,Cash Management,"561621, 561613, 522320",0,,,,3.0
CASHP.MC,Cash in transit,"561613, 522320",0,,,,3.0
CASHP.MC,New products,"561621, 561613, 522320",0,,,,3.0
TKOO.PA,,,0,,,,0.0
ALDA.PA,,,0,,,,0.0
XPS.L,Pension and Investment Business,,0,,,,1.0
TPSG.MI,,,0,,,,0.0
HOME.MC,Assets management- Servicing,531311,0,,,,4.0
HOME.MC,Development,236117,0,,,,4.0
HOME.MC,Legacy,236117,0,,,,4.0
HOME.MC,Rental,531190,0,,,,4.0
IBU.DE,Material development,333998,0,,,,5.0
IBU.DE,Production facilities,333998,0,,,,5.0
IBU.DE,Process development,333998,0,,,,5.0
IBU.DE,Engineering,333998,0,,,,5.0
IBU.DE,Other,,0,,,,5.0
FONDIA.HE,,,0,,,,0.0
INSTAL.ST,Sweden,"238290, 238220, 238210",0,,,,2.0
INSTAL.ST,Rest of Nordic,238210,0,,,,2.0
INDB.MI,,,0,,,,0.0
MTRS.ST,Data Centers,333415,0,,,,4.0
MTRS.ST,Group functions,,0,,,,4.0
MTRS.ST,FoodTech,"333413, 333415, 333414",0,,,,4.0
MTRS.ST,AirTech,"333413, 333415, 333414",0,,,,4.0
TRIANb.ST,Residence,"531110, 236117",0,,,,3.0
TRIANb.ST,Society,"531120, 236117",0,,,,3.0
TRIANb.ST,Commercial,531110,0,,,,3.0
EGR1T.TL,Wind energy,,0,,,,4.0
EGR1T.TL,Cogeneration,,0,,,,4.0
EGR1T.TL,Solar energy,,0,,,,4.0
EGR1T.TL,Other,,0,,,,4.0
GRPG.I,Wind Farm assets,,0,,,,1.0
NRPJ.J,,,0,,,,0.0
LANDI.S,Eliminations,,0,,,,4.0
LANDI.S,EMEA,"334515, 334513, 334512",0,,,,4.0
LANDI.S,Americas,"551112, 334515, 334513, 334512",0,,,,4.0
LANDI.S,Asia - Pacific,"334515, 334513, 334512",0,,,,4.0
KETL.L,,,0,,,,0.0
AEDAS.MC,,,0,,,,0.0
NDT.MI,Paper,322220,0,,,,4.0
NDT.MI,Decorative Paper,424110,0,,,,4.0
NDT.MI,Eliminations,,0,,,,4.0
NDT.MI,Energy,221118,0,,,,4.0
NEXA.N,Adjustment,,0,,,,4.0
NEXA.N,Smelting,331410,0,,,,4.0
NEXA.N,Mining,212230,0,,,,4.0
NEXA.N,Intersegments sales,,0,,,,4.0
AFM.L,Consultancy and related services to asset and wealth management industry,,0,,,,1.0
BALCO.ST,Renovation,238150,0,,,,4.0
BALCO.ST,Group other,,0,,,,4.0
BALCO.ST,New Build,238150,0,,,,4.0
BALCO.ST,Eliminations,,0,,,,4.0
ENPG.MM,Metals,331313,0,,,,3.0
ENPG.MM,Power,221111,0,,,,3.0
ENPG.MM,Inter-Eliminations,,0,,,,3.0
SSG.OL,Eliminations,,0,,,,6.0
SSG.OL,CSS,531130,0,,,,6.0
SSG.OL,OKM,531130,0,,,,6.0
SSG.OL,IFRS 16,531130,0,,,,6.0
SSG.OL,Property,531130,0,,,,6.0
SSG.OL,SSG ASA,531130,0,,,,6.0
DBA.MI,,,0,,,,0.0
TITAN.HE,,,0,,,,0.0
BAKK.L,UK,"311991, 311812, 311520",0,,,,4.0
BAKK.L,China,"311991, 311941, 311812, 311422",0,,,,4.0
BAKK.L,US,"311991, 311941, 311812",0,,,,4.0
BAKK.L,Continental Europe,"311991, 311812, 311423",0,,,,4.0
GTRK.MM,Cargo Transportation Services,"488510, 484121",0,,,,1.0
HFGG.DE,Consolidated,,0,,,,4.0
HFGG.DE,USA,445131,0,,,,4.0
HFGG.DE,International,492210,0,,,,4.0
HFGG.DE,Holding,,0,,,,4.0
KEYS.L,,,0,,,,0.0
BFSA.DE,Corporate/Eliminations,,0,,,,4.0
BFSA.DE,Steel Dust Recycling Services,"562910, 562211, 562119, 562112",0,,,,4.0
BFSA.DE,Salt Slags,"562920, 562910, 562211",0,,,,4.0
BFSA.DE,Secondary Aluminium,"562920, 562213, 562212, 562111",0,,,,4.0
QLT.L,Consolidation Adjustments,,0,,,,4.0
QLT.L,Head Office,,0,,,,4.0
QLT.L,Affluent,523940,0,,,,4.0
QLT.L,High Net Worth,523940,0,,,,4.0
TSEC.ST,Risk solution,561612,0,,,,2.0
TSEC.ST,Security Solutions,561612,0,,,,2.0
AWRD.ST,B2C,,0,,,,2.0
AWRD.ST,B2B,541618,0,,,,2.0
INS2.DE,,,0,,,,0.0
NEOEN.PA,Solar,221118,0,,,,5.0
NEOEN.PA,Wind Turbine,221118,0,,,,5.0
NEOEN.PA,Development and Investment,525990,0,,,,5.0
NEOEN.PA,Eliminations,,0,,,,5.0
NEOEN.PA,Storage,335910,0,,,,5.0
ELMRA.OL,Business,221122,0,,,,4.0
ELMRA.OL,New growth initiatives,517112,0,,,,4.0
ELMRA.OL,Nordic,221122,0,,,,4.0
ELMRA.OL,Consumer,221122,0,,,,4.0
BSGR.AS,Elimination,,0,,,,7.0
BSGR.AS,B&S Personal Care,456199,0,,,,7.0
BSGR.AS,B&S Health,423450,0,,,,7.0
BSGR.AS,B&S Liquors,424820,0,,,,7.0
BSGR.AS,B&S Beauty,456120,0,,,,7.0
BSGR.AS,B&S Food,"722320, 722310",0,,,,7.0
BSGR.AS,B&S Retail,"455219, 488119",0,,,,7.0
GREENL.ST,Region Norway,"611430, 541320",0,,,,7.0
GREENL.ST,unllocated Amounts and Eliminations,,0,,,,7.0
GREENL.ST,Region Finland and Other,,0,,,,7.0
GREENL.ST,Region North,,0,,,,7.0
GREENL.ST,Region Stockholm,,0,,,,7.0
GREENL.ST,Region Mid,,0,,,,7.0
GREENL.ST,south Region,,0,,,,7.0
JTC.L,Institutional Client Services,"561410, 561110, 541214",0,,,,2.0
JTC.L,Private Client Services,"541219, 523991",0,,,,2.0
HARVIA.HE,,,0,,,,0.0
DWSG.DE,Reporting and Controlling Purposes,,0,,,,1.0
LUVE.MI,Non Allocated Costs,,0,,,,3.0
LUVE.MI,OEM Products,333415,0,,,,3.0
LUVE.MI,Ventilated Products,333415,0,,,,3.0
FNTL.L,Distribution Channels Division,541613,0,,,,3.0
FNTL.L,Intermediary Services Division,"523940, 523999",0,,,,3.0
FNTL.L,Reseach & Fintech,"513210, 522320, 518210",0,,,,3.0
ESENSE.HE,Smart Industry,,0,,,,5.0
ESENSE.HE,Power,,0,,,,5.0
ESENSE.HE,Connectivity,,0,,,,5.0
ESENSE.HE,International Operations,,0,,,,5.0
ESENSE.HE,Net sales not included in business areas,,0,,,,5.0
CIBUS.ST,Operations,,0,,,,1.0
RBGP.L,Litigation finance,525990,0,,,,3.0
RBGP.L,Legal services,541110,0,,,,3.0
RBGP.L,other professional services,522299,0,,,,3.0
NVT.N,Thermal Management,"335929, 334519, 334419",0,,,,3.0
NVT.N,Electrical & Fastening Solutions,"335999, 335932, 335931",0,,,,3.0
NVT.N,Enclosures,"335931, 334417",0,,,,3.0
KGHK.L,,,0,,,,0.0
ANXA.L,Legal Services,541199,0,,,,4.0
ANXA.L,Credit Hire,532111,0,,,,4.0
ANXA.L,Group and Central costs,,0,,,,4.0
ANXA.L,Housing Disrepair,541199,0,,,,4.0
MMM.AX,USA,492210,0,,,,3.0
MMM.AX,Australia,492210,0,,,,3.0
MMM.AX,Europe,492210,0,,,,3.0
ALTUV.PA,,,0,,,,0.0
PENGb.ST,Architecture & Management,541310,0,,,,5.0
PENGb.ST,Civil Engineering & Environment,541330,0,,,,5.0
PENGb.ST,Other / Comparative items,,0,,,,5.0
PENGb.ST,Systems,541330,0,,,,5.0
PENGb.ST,Installation,,0,,,,5.0
