Instrument,Segment Name,year
A2.MI,Generation and Trading,FY-8
A2.MI,EPCG,FY-8
ACOx.TO,Corporate & Others,FY-8
ACOx.TO,Electricity,FY-8
ACOx.TO,Structures & Logistics,FY-8
ACOx.TO,Intersegment Eliminations,FY-8
ACOx.TO,pipelines and liquids,FY-8
ADAI.NS,,FY-8
AEP.OQ,General and Marketing,FY-8
AEP.OQ,Corporate & Other,FY-8
AEP.OQ,Transmission Operations,FY-8
AEP.OQ,Vertically integrated Utilities,FY-8
AEP.OQ,Reconciling Adjustments,FY-8
AEP.OQ,AEP Transmission Holdco,FY-8
AEP.OQ,Transmission & Distribution utilities,FY-8
AES.N,Asia SBU,FY-8
AES.N,MCAC SBU,FY-8
AES.N,EMEA SBU,FY-8
AES.N,Brazil SBU,FY-8
AES.N,Corporate and Other,FY-8
AES.N,US SBU,FY-8
AES.N,Andes SBU,FY-8
AES.N,Elimination,FY-8
AEV.PS,Parent Company and Others,FY-8
AEV.PS,Food Manufacturing,FY-8
AEV.PS,Financial Services,FY-8
AEV.PS,Power,FY-8
AEV.PS,Eliminations,FY-8
AEV.PS,Real Estate,FY-8
ALS.TO,,FY-8
AP.PS,Eliminations,FY-8
AP.PS,Power Distribution,FY-8
AP.PS,Parent Company/Others,FY-8
AP.PS,Power Generation,FY-8
ARG.CN,Sale of Cement,FY-8
ARG.CN,Financial Activity,FY-8
ARG.CN,Sale of Energy and Gas,FY-8
ARG.CN,Real Estate,FY-8
ARG.CN,Concessions,FY-8
ARG.CN,Carbon,FY-8
AVA.N,Intersegment Eliminations,FY-8
AVA.N,Avista Utilities,FY-8
AVA.N,Other,FY-8
AVA.N,Alaska Electric Light and Power Company,FY-8
AVNT.NS,Power,FY-8
AVNT.NS,Shrimp Processing,FY-8
AVNT.NS,Shrimp Feed,FY-8
AWR.N,GSCW Electric,FY-8
AWR.N,GSCW Water,FY-8
AWR.N,AWR Parent,FY-8
AWR.N,ASUS Contracts,FY-8
AY.OQ,Efficient natural gas,FY-8
AY.OQ,Renewable energy,FY-8
AY.OQ,Electric transmission lines,FY-8
BEPC.N,,FY-8
BEP_u.TO,Hydroelectric,FY-8
BEP_u.TO,Other,FY-8
BEP_u.TO,Wind,FY-8
BEP_u.TO,Co-gen,FY-8
BKH.N,Oil and Gas,FY-8
BKH.N,Corporate,FY-8
BKH.N,Gas Utilities,FY-8
BKH.N,Coal Mining,FY-8
BKH.N,Electric utilities,FY-8
BKH.N,Power Generation,FY-8
BKH.N,Eliminations,FY-8
BN.N,Corporate activities,FY-8
BN.N,Renewable/Power Generating Operations,FY-8
BN.N,Residential Development,FY-8
BN.N,Real Estate,FY-8
BN.N,Private Equity & Finance,FY-8
BN.N,Asset Management,FY-8
BN.N,Infrastructure,FY-8
BN.N,Services,FY-8
BN.N,Private equity,FY-8
BN.N,Renewable power generation,FY-8
BP.L,Other businesses & corporate,FY-8
BP.L,Upstream,FY-8
BP.L,Down Stream,FY-8
BP.L,Consolidated Adjustment,FY-8
BP.L,Rosneft,FY-8
CBAV3.SA,,FY-8
CMIG4.SA,Telecommunication,FY-8
CMIG4.SA,Distribution,FY-8
CMIG4.SA,Gas,FY-8
CMIG4.SA,Elimination,FY-8
CMIG4.SA,Generation,FY-8
CMIG4.SA,Transmission,FY-8
CMIG4.SA,Other,FY-8
CMS.N,Other,FY-8
CMS.N,Gas Utility,FY-8
CMS.N,Enterprises,FY-8
CMS.N,Electric Utility,FY-8
CPFE3.SA,Power Generation,FY-8
CPFE3.SA,Eliminations,FY-8
CPFE3.SA,Other,FY-8
CPFE3.SA,Energy Trading,FY-8
CPFE3.SA,Energy Distribution,FY-8
CPFE3.SA,Power Generation (Renewable Sources),FY-8
CPFE3.SA,Services,FY-8
CRBR.NS,Intersegment Revenue,FY-8
CRBR.NS,Electrominerals,FY-8
CRBR.NS,Ceramics,FY-8
CRBR.NS,Abrasives,FY-8
CRBR.NS,Other,FY-8
CSNA3.SA,Steel and New Businesses,FY-8
CSNA3.SA,Energy and Infrastructure,FY-8
CSNA3.SA,Eliminations,FY-8
CSNA3.SA,Mining,FY-8
CSNA3.SA,Railway Logistics,FY-8
CSNA3.SA,Port Logistics,FY-8
CSNA3.SA,Cement,FY-8
CU.TO,Corporate and other,FY-8
CU.TO,Intersegment Eliminations,FY-8
CU.TO,Utilities - Electricity,FY-8
CU.TO,Pipelines and liquids,FY-8
DEHr.AT,,FY-8
DUK.N,Eliminations And Minority Interest,FY-8
DUK.N,Other,FY-8
DUK.N,Commercial Renewables,FY-8
DUK.N,Gas Utilities and Infrastructure,FY-8
DUK.N,Electric Utilities and Infrastructure,FY-8
EDP.LS,EDP Renovaveis,FY-8
EDP.LS,Liberalised Activities,FY-8
EDP.LS,EDP Energias do Brasil,FY-8
EDP.LS,Regulated Networks,FY-8
EDP.LS,Contracted Production,FY-8
EDP.LS,Intragroup,FY-8
EDP.LS,Adjustments,FY-8
ELE.MC,Spanish & Portuguese Distribution,FY-8
ELE.MC,Spanish & Portuguese Generation,FY-8
ELE.MC,Spanish & Portuguese Structure,FY-8
ELE.MC,Spanish & Portuguese Other & Eliminations,FY-8
ELET6.SA,Transmission,FY-8
ELET6.SA,Generation,FY-8
ELET6.SA,Distribution,FY-8
ELET6.SA,Administration,FY-8
ELET6.SA,Eliminations,FY-8
EMA.TO,Caribbean Utility Operations,FY-8
EMA.TO,Maine Utility Operations,FY-8
EMA.TO,Pipeline,FY-8
EMA.TO,Other,FY-8
EMA.TO,Nova Scotia Power,FY-8
EMA.TO,Emera Energy,FY-8
ENAE.WA,Trading,FY-8
ENAE.WA,Production,FY-8
ENAE.WA,Other,FY-8
ENAE.WA,Eliminations,FY-8
ENAE.WA,Distribution,FY-8
ENEI.MI,Renewable Energy,FY-8
ENEI.MI,Italian Market,FY-8
ENEI.MI,"Other, Eliminations and Adjustments",FY-8
ENEI.MI,Eastern Europe,FY-8
ENEI.MI,Latin America,FY-8
ENEI.MI,Iberia,FY-8
ENGIE.PA,Infrastructure,FY-8
ENGIE.PA,Energy International,FY-8
ENGIE.PA,Energy Services,FY-8
ENGIE.PA,Energy Europe,FY-8
ENGIE.PA,Global Gaz & GNL,FY-8
ENGIE.PA,Environment,FY-8
ENJSA.IS,,FY-8
ENLT.TA,,FY-8
EONGn.DE,Germany,FY-8
EONGn.DE,Renewable Energy Generation,FY-8
EONGn.DE,Russia,FY-8
EONGn.DE,Other & Consolidation,FY-8
EONGn.DE,Energy Generation,FY-8
EONGn.DE,Czechia,FY-8
EONGn.DE,U.K.,FY-8
EONGn.DE,Hungary,FY-8
EONGn.DE,Exploration&Production,FY-8
EONGn.DE,Czech Republic,FY-8
EONGn.DE,Sweden,FY-8
EONGn.DE,Global Commodities,FY-8
EONGn.DE,Power Generation,FY-8
EONGn.DE,Other Non-EU Countries,FY-8
EONGn.DE,Other Regional Countries,FY-8
ETR.N,All Other,FY-8
ETR.N,Eliminations,FY-8
ETR.N,Entergy Wholsale commodoties,FY-8
ETR.N,Utility,FY-8
EXC.OQ,BGE,FY-8
EXC.OQ,ComEd,FY-8
EXC.OQ,Corporate/Other,FY-8
EXC.OQ,Generation,FY-8
EXC.OQ,PECO,FY-8
EXC.OQ,Intersegment Eliminations,FY-8
FGEN.PS,Elimination,FY-8
FGEN.PS,FGP,FY-8
FGEN.PS,FG Hydro,FY-8
FGEN.PS,FGPC,FY-8
FGEN.PS,Others,FY-8
FGEN.PS,EDC,FY-8
FORTUM.HE,Russia,FY-8
FORTUM.HE,Generation,FY-8
FORTUM.HE,Other Operations,FY-8
FORTUM.HE,City Solutions,FY-8
FORTUM.HE,Un-allocated,FY-8
FORTUM.HE,Distribution,FY-8
FORTUM.HE,Elimination,FY-8
FTEK.OQ,Other,FY-8
FTEK.OQ,Air Pollution Control,FY-8
FTEK.OQ,Fuel Chem,FY-8
FTEK.OQ,Fuel Conversion Segment,FY-8
FTS.TO,Other Electric,FY-8
FTS.TO,Corporate and other,FY-8
FTS.TO,Non-Utility,FY-8
FTS.TO,Intersegment eliminations,FY-8
FTS.TO,Fortis Alberta,FY-8
FTS.TO,Electirc Caribbean,FY-8
FTS.TO,Energy infrastructure,FY-8
FTS.TO,FortisBC Energy,FY-8
FTS.TO,Fortis BC Electric,FY-8
FTS.TO,Central Hudson,FY-8
FTS.TO,UNS Energy,FY-8
GEG.HM,,FY-8
GPSC.BK,Others,FY-8
GPSC.BK,Independent Power,FY-8
GPSC.BK,Small Power,FY-8
HARL.L,,FY-8
HDG.HM,Eliminations,FY-8
HDG.HM,Others,FY-8
HDG.HM,Real Estate,FY-8
HDG.HM,Construction,FY-8
HE.N,Electric Utility,FY-8
HE.N,Other,FY-8
HE.N,Bank,FY-8
HEGL.NS,,FY-8
HOLMb.ST,FOREST,FY-8
HOLMb.ST,WOOD PRODUCTS,FY-8
HOLMb.ST,GROUP-WIDE AND OTHER,FY-8
HOLMb.ST,PAPER BOARD,FY-8
HOLMb.ST,PAPER,FY-8
HOLMb.ST,RENEWABLE ENERGY,FY-8
IBE.MC,Corporate and Adjustments,FY-8
IBE.MC,Other Business,FY-8
IBE.MC,Renewable Energy,FY-8
IBE.MC,Networks,FY-8
IBE.MC,Electricity Generation/Liberalized,FY-8
IDA.N,All Other,FY-8
IDA.N,Eliminations,FY-8
IDA.N,Utility Operations,FY-8
IDC.HN,,FY-8
LIGT3.SA,Eliminations,FY-8
LIGT3.SA,Other,FY-8
LIGT3.SA,Distribution,FY-8
LIGT3.SA,Generation,FY-8
LIGT3.SA,Commercialization,FY-8
MGEE.OQ,Transmission Investment,FY-8
MGEE.OQ,All Others,FY-8
MGEE.OQ,Non Regulated Energy,FY-8
MGEE.OQ,Gas,FY-8
MGEE.OQ,Eliminations,FY-8
MGEE.OQ,Electric,FY-8
MPLF.PSX,,FY-8
NCLI.NS,Prefab Division,FY-8
NCLI.NS,Ready Mix Concrete Division,FY-8
NCLI.NS,Energy Division,FY-8
NCLI.NS,Intersegment Revenue,FY-8
NCLI.NS,Cement Division,FY-8
NCLI.NS,Boards Division,FY-8
NCLI.NS,Unallocated,FY-8
NEOE3.SA,,FY-8
NLCI.NS,Lignite Mining,FY-8
NLCI.NS,Power Generation,FY-8
NRG.N,Corporate,FY-8
NRG.N,Elimination,FY-8
NRG.N,NRG Yeild,FY-8
NRG.N,Renewables,FY-8
NRG.N,Generation,FY-8
NRG.N,Retail,FY-8
NTPC.NS,,FY-8
ODAS.IS,,FY-8
ORK.OL,Financial Investments,FY-8
ORK.OL,Orkla Foods Ingredients,FY-8
ORK.OL,H.O./Unallocated/Eliminations,FY-8
ORK.OL,Orkla Confectionery & Snacks,FY-8
ORK.OL,Hydro Power,FY-8
ORK.OL,Orkla Care,FY-8
ORK.OL,Elimination,FY-8
ORK.OL,Orkla Foods,FY-8
PAFO.NS,Food Products,FY-8
PAFO.NS,Wind Turbine Power Generation,FY-8
PAFO.NS,Oil,FY-8
PAFO.NS,Vanaspati,FY-8
PAFO.NS,Unallocable,FY-8
PAFO.NS,Others,FY-8
PAFO.NS,Extractions,FY-8
PC1.HM,,FY-8
PEG.N,Other,FY-8
PEG.N,PSE&G,FY-8
PEG.N,PSEG Power & Other,FY-8
PEG.N,Eliminations,FY-8
PGRD.NS,,FY-8
PIF.TO,,FY-8
PTCI.NS,Unallocated,FY-8
PTCI.NS,Power Trading,FY-8
PTCI.NS,Investments,FY-8
RATCH.BK,Domestic Electricity Generating,FY-8
RATCH.BK,Renewable Energy,FY-8
RATCH.BK,International Power Projects,FY-8
RITS.NS,,FY-8
ROH2O.BX,,FY-8
RWEG.DE,Central and Eastern Europe,FY-8
RWEG.DE,United Kingdom,FY-8
RWEG.DE,Renewables,FY-8
RWEG.DE,Trading/Gas Midstream,FY-8
RWEG.DE,Sales/Distribution Networks,FY-8
RWEG.DE,Conventional Power Generation,FY-8
RWEG.DE,Netherlands / Belgium,FY-8
RWEG.DE,Other/Consolidation,FY-8
SHEL.L,Corporate and Other,FY-8
SHEL.L,Upstream,FY-8
SHEL.L,Downstream,FY-8
SO.N,Reconciling Eliminations,FY-8
SO.N,All Other,FY-8
SO.N,Eliminations,FY-8
SO.N,Traditional Electric Operating Companies,FY-8
SO.N,Southern Power,FY-8
SPI.OQ,,FY-8
SRG.MI,Natural gas-Tansportation,FY-8
SRG.MI,Re-Gasification (Regulated),FY-8
SRG.MI,Storage of natural gas,FY-8
SRG.MI,Distribution,FY-8
SRG.MI,Corporate,FY-8
SSE.L,Retail,FY-8
SSE.L,Corporate unallocated,FY-8
SSE.L,Networks,FY-8
SSE.L,Wholesale,FY-8
SVT.L,Severn trent Services,FY-8
SVT.L,Severn Trent Water,FY-8
SXC.N,Domestic Coke,FY-8
SXC.N,Coal Mining,FY-8
SXC.N,Logistics,FY-8
SXC.N,Brazil Coke,FY-8
SXC.N,Elimination,FY-8
SXC.N,Logistics intersegment sales,FY-8
SXC.N,Coal Mining intersegment sales,FY-8
TA.TO,Corporate/Other,FY-8
TA.TO,Canadian Coal,FY-8
TA.TO,U.S. Coal,FY-8
TA.TO,Hydro,FY-8
TA.TO,Gas,FY-8
TA.TO,Energy Marketing,FY-8
TA.TO,Wind and solar,FY-8
TCIL.NS,Frieght Division,FY-8
TCIL.NS,XPS Cargo Division,FY-8
TCIL.NS,Energy Division,FY-8
TCIL.NS,Supply Chain Solution Division,FY-8
TCIL.NS,Seaways Division,FY-8
TCIL.NS,Unallocated income/expenditure,FY-8
TCIL.NS,Global Division,FY-8
TCIL.NS,Inter Company Revenue,FY-8
TTPW.NS,Coal,FY-8
TTPW.NS,Power,FY-8
TTPW.NS,Others,FY-8
TTPW.NS,Eliminations,FY-8
UN01.DE,Administration/Consolidation,FY-8
UN01.DE,European Generation,FY-8
UN01.DE,International Power Generation,FY-8
UN01.DE,Global Commodities,FY-8
UNACEMC1.LM,Adjustment,FY-8
UNACEMC1.LM,Cement,FY-8
UNACEMC1.LM,Concrete,FY-8
UNACEMC1.LM,Electric Energy,FY-8
UNACEMC1.LM,Other,FY-8
VERB.VI,Reconciliation/Consolidation,FY-8
VERB.VI,Renewable Generation,FY-8
VERB.VI,Grid,FY-8
VERB.VI,Equity Interest & Services,FY-8
XEL.OQ,Regulated Electric,FY-8
XEL.OQ,All Other,FY-8
XEL.OQ,Gas Utility,FY-8
XEL.OQ,Reconciling Eliminations,FY-8
